0	9999
1	9998
2	9997
3	9996
4	9995
5	9994
6	9993
7	9992
8	9991
9	9990
10	9989
11	9988
12	9987
13	9986
14	9985
15	9984
16	9983
17	9982
18	9981
19	9980
20	9979
21	9978
22	9977
23	9976
24	9975
25	9974
26	9973
27	9972
28	9971
29	9970
30	9969
31	9968
32	9967
33	9966
34	9965
35	9964
36	9963
37	9962
38	9961
39	9960
40	9959
41	9958
42	9957
43	9956
44	9955
45	9954
46	9953
47	9952
48	9951
49	9950
50	9949
51	9948
52	9947
53	9946
54	9945
55	9944
56	9943
57	9942
58	9941
59	9940
60	9939
61	9938
62	9937
63	9936
64	9935
65	9934
66	9933
67	9932
68	9931
69	9930
70	9929
71	9928
72	9927
73	9926
74	9925
75	9924
76	9923
77	9922
78	9921
79	9920
80	9919
81	9918
82	9917
83	9916
84	9915
85	9914
86	9913
87	9912
88	9911
89	9910
90	9909
91	9910
92	9909
93	9908
94	9907
95	9906
96	9905
97	9904
98	9903
99	9902
100	9901
101	9900
102	9899
103	9898
104	9897
105	9896
106	9895
107	9894
108	9893
109	9892
110	9891
111	9890
112	9889
113	9888
114	9887
115	9886
116	9885
117	9884
118	9883
119	9882
120	9881
121	9880
122	9879
123	9878
124	9877
125	9876
126	9875
127	9874
128	9873
129	9872
130	9871
131	9870
132	9869
133	9868
134	9867
135	9866
136	9865
137	9864
138	9863
139	9862
140	9861
141	9860
142	9859
143	9858
144	9857
145	9856
146	9855
147	9854
148	9853
149	9852
150	9851
151	9850
152	9849
153	9848
154	9847
155	9846
156	9845
157	9844
158	9843
159	9842
160	9841
161	9840
162	9839
163	9838
164	9837
165	9836
166	9835
167	9836
168	9835
169	9834
170	9835
171	9834
172	9833
173	9832
174	9831
175	9830
176	9829
177	9828
178	9827
179	9826
180	9825
181	9824
182	9823
183	9822
184	9821
185	9820
186	9819
187	9818
188	9817
189	9816
190	9815
191	9814
192	9813
193	9812
194	9811
195	9810
196	9809
197	9808
198	9807
199	9806
200	9805
201	9804
202	9803
203	9802
204	9801
205	9800
206	9799
207	9798
208	9797
209	9796
210	9795
211	9794
212	9793
213	9792
214	9791
215	9790
216	9789
217	9788
218	9787
219	9786
220	9785
221	9784
222	9783
223	9782
224	9781
225	9780
226	9779
227	9778
228	9777
229	9776
230	9775
231	9774
232	9773
233	9772
234	9771
235	9770
236	9769
237	9768
238	9767
239	9766
240	9765
241	9764
242	9763
243	9762
244	9761
245	9760
246	9759
247	9758
248	9757
249	9756
250	9755
251	9754
252	9753
253	9752
254	9751
255	9750
256	9749
257	9748
258	9747
259	9746
260	9747
261	9746
262	9745
263	9744
264	9743
265	9742
266	9741
267	9740
268	9739
269	9738
270	9737
271	9736
272	9735
273	9734
274	9733
275	9732
276	9731
277	9730
278	9729
279	9728
280	9727
281	9726
282	9725
283	9724
284	9723
285	9722
286	9721
287	9720
288	9719
289	9718
290	9717
291	9716
292	9715
293	9714
294	9713
295	9712
296	9711
297	9710
298	9709
299	9708
300	9707
301	9706
302	9705
303	9704
304	9703
305	9702
306	9701
307	9700
308	9699
309	9698
310	9697
311	9696
312	9695
313	9694
314	9693
315	9692
316	9691
317	9690
318	9689
319	9688
320	9687
321	9686
322	9685
323	9684
324	9683
325	9682
326	9681
327	9680
328	9679
329	9678
330	9677
331	9676
332	9675
333	9676
334	9675
335	9674
336	9673
337	9672
338	9671
339	9670
340	9669
341	9668
342	9667
343	9666
344	9665
345	9664
346	9663
347	9662
348	9661
349	9660
350	9659
351	9658
352	9657
353	9656
354	9655
355	9654
356	9653
357	9652
358	9651
359	9650
360	9649
361	9648
362	9647
363	9646
364	9645
365	9644
366	9643
367	9642
368	9641
369	9640
370	9639
371	9638
372	9637
373	9636
374	9635
375	9634
376	9633
377	9632
378	9631
379	9630
380	9629
381	9628
382	9627
383	9626
384	9625
385	9624
386	9623
387	9622
388	9621
389	9620
390	9619
391	9618
392	9617
393	9616
394	9615
395	9614
396	9613
397	9612
398	9611
399	9612
400	9613
401	9612
402	9611
403	9610
404	9609
405	9608
406	9607
407	9606
408	9605
409	9604
410	9603
411	9602
412	9601
413	9600
414	9599
415	9598
416	9597
417	9596
418	9595
419	9594
420	9593
421	9592
422	9591
423	9590
424	9589
425	9588
426	9587
427	9586
428	9585
429	9584
430	9583
431	9582
432	9581
433	9580
434	9579
435	9578
436	9577
437	9576
438	9575
439	9574
440	9573
441	9572
442	9571
443	9570
444	9569
445	9568
446	9567
447	9566
448	9565
449	9564
450	9563
451	9562
452	9561
453	9560
454	9559
455	9558
456	9557
457	9556
458	9555
459	9554
460	9553
461	9552
462	9551
463	9550
464	9549
465	9548
466	9547
467	9546
468	9545
469	9544
470	9543
471	9542
472	9541
